,date,pm25,o3,no2,co
3469,2014-12-25,40.0,26.661269430051817,10.902143522833178,2.0
3470,2014-12-26,49.0,26.619170984455963,10.913327120223672,2.0
3471,2014-12-27,61.0,26.577072538860108,10.924510717614167,2.0
3472,2014-12-28,60.0,26.534974093264253,10.93569431500466,2.0
3473,2014-07-01,38.0,26.4928756476684,10.946877912395154,2.0
3474,2014-07-02,46.0,26.450777202072544,10.958061509785647,2.0
3475,2014-07-03,53.0,26.40867875647669,10.969245107176143,2.0
3476,2014-07-04,26.0,26.36658031088083,10.980428704566636,2.0
3477,2014-07-05,15.0,26.324481865284977,10.99161230195713,2.0
3478,2014-07-06,35.0,26.282383419689122,11.002795899347625,2.0
3479,2014-07-07,64.0,26.240284974093267,11.013979496738118,2.0
3480,2014-07-08,63.0,26.198186528497413,11.025163094128612,2.0
3481,2014-07-09,42.0,26.156088082901558,11.036346691519105,2.0
3482,2014-07-10,42.0,26.113989637305703,11.0475302889096,2.0
3483,2014-07-11,43.0,26.07189119170985,11.058713886300094,2.0
3484,2014-07-12,46.0,26.029792746113994,11.069897483690587,2.0
3485,2014-07-13,35.0,25.98769430051814,11.08108108108108,2.0
3486,2014-07-14,43.0,25.945595854922285,11.092264678471576,2.0
3487,2014-07-15,43.0,25.90349740932643,11.10344827586207,2.0
3488,2014-07-16,34.0,25.861398963730576,11.114631873252563,2.0
3489,2014-07-17,35.0,25.819300518134717,11.125815470643058,2.0
3490,2014-07-18,34.0,25.777202072538863,11.136999068033552,2.0
3491,2014-07-19,43.0,25.73510362694301,11.148182665424045,2.0
3492,2014-07-20,31.0,25.693005181347154,11.159366262814538,2.0
3493,2014-07-21,48.0,25.6509067357513,11.170549860205034,2.0
3494,2014-07-22,47.0,25.608808290155444,11.181733457595527,2.0
3495,2014-07-23,45.0,25.56670984455959,11.19291705498602,2.0
3496,2014-07-24,28.0,25.524611398963735,11.204100652376514,2.0
3497,2014-07-25,38.0,25.48251295336788,11.21528424976701,2.0
3498,2014-07-26,49.0,25.440414507772026,11.226467847157503,2.0
3499,2014-07-27,48.0,25.39831606217617,11.237651444547996,2.0
3500,2014-07-28,19.0,25.356217616580317,11.248835041938491,2.0
3501,2014-07-29,18.0,25.31411917098446,11.260018639328985,2.0
3502,2014-07-30,27.0,25.272020725388604,11.271202236719478,2.0
3503,2014-07-31,60.0,25.22992227979275,11.282385834109972,2.0
3504,2014-08-01,62.0,25.187823834196895,11.293569431500467,2.0
3505,2014-08-02,42.0,25.14572538860104,11.30475302889096,2.0
3506,2014-08-03,46.0,25.103626943005185,11.315936626281454,2.0
3507,2014-08-04,39.0,25.06152849740933,11.327120223671947,2.0
3508,2014-08-05,54.0,25.019430051813476,11.338303821062443,2.0
3509,2014-08-06,39.0,24.97733160621762,11.349487418452936,2.0
3510,2014-08-07,33.0,24.935233160621767,11.36067101584343,2.0
3511,2014-08-08,33.0,24.893134715025912,11.371854613233925,2.0
3512,2014-08-09,35.0,24.851036269430058,11.383038210624418,2.0
3513,2014-08-10,44.0,24.8089378238342,11.394221808014912,2.0
3514,2014-08-11,48.0,24.766839378238345,11.405405405405405,2.0
3515,2014-08-12,22.0,24.72474093264249,11.4165890027959,2.0
3516,2014-08-13,20.0,24.682642487046635,11.427772600186394,2.0
3517,2014-08-14,23.0,24.64054404145078,11.438956197576887,2.0
3518,2014-08-15,21.0,24.598445595854926,11.45013979496738,2.0
3519,2014-08-16,46.0,24.55634715025907,11.461323392357876,2.0
3520,2014-08-17,48.0,24.514248704663217,11.47250698974837,2.0
3521,2014-08-18,19.0,24.472150259067362,11.483690587138863,2.0
3522,2014-08-19,36.0,24.430051813471508,11.494874184529356,2.0
3523,2014-08-20,32.0,24.387953367875653,11.506057781919852,2.0
3524,2014-08-21,35.0,24.3458549222798,11.517241379310345,2.0
3525,2014-08-22,27.0,24.30375647668394,11.528424976700839,2.0
3526,2014-08-23,19.0,24.261658031088086,11.539608574091334,2.0
3527,2014-08-24,23.0,24.21955958549223,11.550792171481827,2.0
3528,2014-08-25,46.0,24.177461139896376,11.56197576887232,2.0
3529,2014-08-26,51.0,24.13536269430052,11.573159366262814,2.0
3530,2014-08-27,55.0,24.093264248704667,11.58434296365331,2.0
3531,2014-08-28,28.0,24.051165803108812,11.595526561043803,2.0
3532,2014-08-29,20.0,24.009067357512958,11.606710158434296,2.0
3533,2014-08-30,22.0,23.966968911917103,11.61789375582479,2.0
3534,2014-08-31,48.0,23.92487046632125,11.629077353215285,2.0
3535,2014-09-01,43.0,23.882772020725394,11.640260950605779,2.0
3536,2014-09-02,57.0,23.84067357512954,11.651444547996272,2.0
3537,2014-09-03,28.0,23.79857512953368,11.662628145386767,2.0
3538,2014-09-04,49.0,23.756476683937827,11.67381174277726,2.0
3539,2014-09-05,50.0,23.714378238341972,11.684995340167754,2.0
3540,2014-09-06,53.0,23.672279792746117,11.696178937558248,2.0
3541,2014-09-07,23.0,23.630181347150263,11.707362534948743,2.0
3542,2014-09-08,32.0,23.588082901554408,11.718546132339236,2.0
3543,2014-09-09,16.0,23.545984455958553,11.72972972972973,2.0
3544,2014-09-10,26.0,23.5038860103627,11.740913327120223,2.0
3545,2014-09-11,34.0,23.461787564766844,11.752096924510719,2.0
3546,2014-09-12,13.0,23.41968911917099,11.763280521901212,2.0
3547,2014-09-13,16.0,23.377590673575135,11.774464119291705,2.0
3548,2014-09-14,17.0,23.33549222797928,11.7856477166822,2.0
3549,2014-09-15,21.0,23.293393782383426,11.796831314072694,2.0
3550,2014-09-16,37.0,23.251295336787567,11.808014911463188,2.0
3551,2014-09-17,31.0,23.209196891191713,11.819198508853681,2.0
3552,2014-09-18,44.0,23.167098445595858,11.830382106244176,2.0
3553,2014-09-19,38.0,23.125000000000004,11.84156570363467,2.0
3554,2014-09-20,44.0,23.08290155440415,11.852749301025163,2.0
3555,2014-09-21,49.0,23.040803108808294,11.863932898415657,2.0
3556,2014-09-22,22.0,22.99870466321244,11.875116495806152,2.0
3557,2014-09-23,38.0,22.956606217616585,11.886300093196645,2.0
3558,2014-09-24,34.0,22.91450777202073,11.897483690587139,2.0
3559,2014-09-25,19.0,22.872409326424876,11.908667287977634,2.0
3560,2014-09-26,39.0,22.83031088082902,11.919850885368128,2.0
3561,2014-09-27,51.0,22.788212435233167,11.931034482758621,2.0
3562,2014-09-28,66.0,22.74611398963731,11.942218080149114,2.0
3563,2014-09-29,67.0,22.704015544041454,11.95340167753961,2.0
3564,2014-09-30,41.0,22.6619170984456,11.964585274930103,2.0
3565,2014-04-01,30.0,22.619818652849744,11.975768872320597,2.0
3566,2014-04-02,53.0,22.57772020725389,11.98695246971109,2.0
3567,2014-04-03,56.0,22.535621761658035,11.998136067101585,2.0
3568,2014-04-04,36.0,22.49352331606218,12.009319664492079,2.0
3569,2014-04-05,37.0,22.451424870466326,12.020503261882572,2.0
3570,2014-04-06,32.0,22.40932642487047,12.031686859273067,2.0
3571,2014-04-07,79.0,22.367227979274617,12.042870456663561,2.0
3572,2014-04-08,44.0,22.325129533678762,12.054054054054054,2.0
3573,2014-04-09,34.0,22.283031088082907,12.065237651444548,2.0
3574,2014-04-10,39.0,22.24093264248705,12.076421248835043,2.0
3575,2014-04-11,59.0,22.198834196891195,12.087604846225537,2.0
3576,2014-04-12,41.0,22.15673575129534,12.09878844361603,2.0
3577,2014-04-13,56.0,22.114637305699485,12.109972041006523,2.0
3578,2014-04-14,44.0,22.07253886010363,12.121155638397019,2.0
3579,2014-04-15,24.0,22.030440414507776,12.132339235787512,2.0
3580,2014-04-16,28.0,21.98834196891192,12.143522833178006,2.0
3581,2014-04-17,36.0,21.946243523316067,12.1547064305685,2.0
3582,2014-04-18,42.0,21.904145077720212,12.165890027958994,2.0
3583,2014-04-19,46.0,21.862046632124358,12.177073625349488,2.0
3584,2014-04-20,35.0,21.819948186528503,12.188257222739981,2.0
3585,2014-04-21,52.0,21.77784974093265,12.199440820130476,2.0
3586,2014-04-22,54.0,21.73575129533679,12.21062441752097,2.0
3587,2014-04-23,26.0,21.693652849740936,12.221808014911463,2.0
3588,2014-04-24,22.0,21.65155440414508,12.232991612301957,2.0
3589,2014-04-25,39.0,21.609455958549226,12.244175209692452,2.0
3590,2014-04-26,51.0,21.56735751295337,12.255358807082946,2.0
3591,2014-04-27,32.0,21.525259067357517,12.266542404473439,2.0
3592,2014-04-28,64.0,21.483160621761662,12.277726001863932,2.0
3593,2014-04-29,47.0,21.441062176165808,12.288909599254428,2.0
3594,2014-04-30,21.0,21.398963730569953,12.300093196644921,2.0
3595,2014-05-01,46.0,21.3568652849741,12.311276794035415,2.0
3596,2014-05-02,44.0,21.314766839378244,12.32246039142591,2.0
3597,2014-05-03,46.0,21.27266839378239,12.333643988816403,2.0
3598,2014-05-04,22.0,21.23056994818653,12.344827586206897,2.0
3599,2014-05-05,17.0,21.188471502590676,12.35601118359739,2.0
3600,2014-05-06,26.0,21.146373056994822,12.367194780987885,2.0
3601,2014-05-07,27.0,21.104274611398967,12.378378378378379,2.0
3602,2014-05-08,48.0,21.062176165803113,12.389561975768872,2.0
3603,2014-05-09,44.0,21.020077720207258,12.400745573159366,2.0
3604,2014-05-10,46.0,20.977979274611403,12.411929170549861,2.0
3605,2014-05-11,34.0,20.93588082901555,12.423112767940355,2.0
3606,2014-05-12,71.0,20.893782383419694,12.434296365330848,2.0
3607,2014-05-13,43.0,20.85168393782384,12.445479962721343,2.0
3608,2014-05-14,35.0,20.809585492227985,12.456663560111837,2.0
3609,2014-05-15,40.0,20.76748704663213,12.46784715750233,2.0
3610,2014-05-16,35.0,20.725388601036272,12.479030754892824,2.0
3611,2014-05-17,25.0,20.683290155440417,12.490214352283319,2.0
3612,2014-05-18,29.0,20.641191709844563,12.501397949673812,2.0
3613,2014-05-19,33.0,20.599093264248708,12.512581547064306,2.0
3614,2014-05-20,37.0,20.556994818652853,12.5237651444548,2.0
3615,2014-05-21,55.0,20.514896373057,12.534948741845295,2.0
3616,2014-05-22,62.0,20.472797927461144,12.546132339235788,2.0
3617,2014-05-23,44.0,20.43069948186529,12.557315936626281,2.0
3618,2014-05-24,22.0,20.388601036269435,12.568499534016777,2.0
3619,2014-05-25,36.0,20.34650259067358,12.57968313140727,2.0
3620,2014-05-26,46.0,20.304404145077726,12.590866728797764,2.0
3621,2014-05-27,62.0,20.26230569948187,12.602050326188257,2.0
3622,2014-05-28,19.0,20.220207253886016,12.613233923578752,2.0
3623,2014-05-29,17.0,20.17810880829016,12.624417520969246,2.0
3624,2014-05-30,38.0,20.136010362694304,12.63560111835974,2.0
3625,2014-05-31,22.0,20.09391191709845,12.646784715750233,2.0
3626,2014-06-01,25.0,20.051813471502594,12.657968313140728,2.0
3627,2014-06-02,40.0,20.00971502590674,12.669151910531221,2.0
3628,2014-06-03,59.0,19.967616580310885,12.680335507921715,2.0
3629,2014-06-04,56.0,19.92551813471503,12.69151910531221,2.0
3630,2014-06-05,28.0,19.883419689119176,12.702702702702704,2.0
3631,2014-06-06,21.0,19.84132124352332,12.713886300093197,2.0
3632,2014-06-07,22.0,19.799222797927467,12.72506989748369,2.0
3633,2014-06-08,40.0,19.757124352331612,12.736253494874186,2.0
3634,2014-06-09,46.0,19.715025906735757,12.74743709226468,2.0
3635,2014-06-10,54.0,19.6729274611399,12.758620689655173,2.0
3636,2014-06-11,24.0,19.630829015544045,12.769804287045666,2.0
3637,2014-06-12,35.0,19.58873056994819,12.780987884436161,2.0
3638,2014-06-13,28.0,19.546632124352335,12.792171481826655,2.0
3639,2014-06-14,29.0,19.50453367875648,12.803355079217148,2.0
3640,2014-06-15,25.0,19.462435233160626,12.814538676607643,2.0
3641,2014-06-16,43.0,19.42033678756477,12.825722273998137,2.0
3642,2014-06-17,70.0,19.378238341968917,12.83690587138863,2.0
3643,2014-06-18,43.0,19.336139896373062,12.848089468779124,2.0
3644,2014-06-19,38.0,19.294041450777208,12.859273066169619,2.0
3645,2014-06-20,23.0,19.251943005181353,12.870456663560113,2.0
3646,2014-06-21,19.0,19.2098445595855,12.881640260950606,2.0
3647,2014-06-22,34.0,19.16774611398964,12.8928238583411,2.0
3648,2014-06-23,34.0,19.125647668393785,12.904007455731595,2.0
3649,2014-06-24,23.0,19.08354922279793,12.915191053122088,2.0
3650,2014-06-25,38.0,19.041450777202076,12.926374650512582,2.0
3651,2014-06-26,22.0,18.99935233160622,12.937558247903077,2.0
3652,2014-06-27,24.0,18.957253886010367,12.94874184529357,2.0
3653,2014-06-28,35.0,18.915155440414512,12.959925442684064,2.0
3654,2014-06-29,24.0,18.873056994818658,12.971109040074557,2.0
3655,2014-06-30,31.0,18.830958549222803,12.982292637465052,2.0
3656,2014-01-01,57.0,18.78886010362695,12.993476234855546,2.0
3657,2014-01-02,46.0,18.746761658031094,13.00465983224604,2.0
3658,2014-01-03,55.0,18.70466321243524,13.015843429636533,2.0
3659,2014-01-04,56.0,18.66256476683938,13.027027027027028,2.0
3660,2014-01-05,68.0,18.620466321243526,13.038210624417522,2.0
3661,2014-01-06,38.0,18.578367875647672,13.049394221808015,2.0
3662,2014-01-07,53.0,18.536269430051817,13.060577819198508,2.0
3663,2014-01-08,59.0,18.494170984455963,13.071761416589004,2.0
3664,2014-01-09,68.0,18.452072538860108,13.082945013979497,2.0
3666,2014-01-11,57.0,18.3678756476684,13.105312208760486,2.0
3667,2014-01-12,57.0,18.325777202072544,13.11649580615098,2.0
3668,2014-01-13,67.0,18.28367875647669,13.127679403541473,2.0
3669,2014-01-14,62.0,18.241580310880835,13.138863000931966,2.0
3671,2014-01-16,55.0,18.157383419689122,13.161230195712955,2.0
3672,2014-01-17,69.0,18.115284974093267,13.172413793103448,2.0
3673,2014-01-18,72.0,18.073186528497413,13.183597390493942,2.0
3674,2014-01-19,54.0,18.031088082901558,13.194780987884437,2.0
3675,2014-01-20,55.0,17.988989637305703,13.20596458527493,2.0
3676,2014-01-21,39.0,17.94689119170985,13.217148182665424,2.0
3677,2014-01-22,45.0,17.904792746113994,13.22833178005592,2.0
3679,2014-01-24,70.0,17.820595854922285,13.250698974836906,2.0
3681,2014-01-26,55.0,17.736398963730576,13.273066169617895,2.0
3682,2014-01-27,71.0,17.69430051813472,13.284249767008388,2.0
3683,2014-01-28,49.0,17.652202072538866,13.295433364398882,2.0
3684,2014-01-29,57.0,17.61010362694301,13.306616961789375,2.0
3685,2014-01-30,60.0,17.568005181347154,13.31780055917987,2.0
3686,2014-01-31,67.0,17.5259067357513,13.328984156570364,2.0
3687,2014-02-01,81.0,17.483808290155444,13.340167753960857,2.0
3688,2014-02-02,79.0,17.44170984455959,13.351351351351353,2.0
3689,2014-02-03,64.0,17.399611398963735,13.362534948741846,2.0
3690,2014-02-04,61.0,17.35751295336788,13.37371854613234,2.0
3691,2014-02-05,56.0,17.315414507772026,13.384902143522833,2.0
3692,2014-02-06,56.0,17.27331606217617,13.396085740913328,2.0
3693,2014-02-07,62.0,17.231217616580317,13.407269338303822,2.0
3694,2014-02-08,56.0,17.189119170984462,13.418452935694315,2.0
3695,2014-02-09,56.0,17.147020725388607,13.429636533084809,2.0
3696,2014-02-10,71.0,17.10492227979275,13.440820130475304,2.0
3697,2014-02-11,60.0,17.062823834196895,13.452003727865797,2.0
3698,2014-02-12,54.0,17.02072538860104,13.46318732525629,2.0
3699,2014-02-13,31.0,16.978626943005185,13.474370922646786,2.0
3700,2014-02-14,64.0,16.93652849740933,13.48555452003728,2.0
3701,2014-02-15,76.0,16.894430051813476,13.496738117427773,2.0
3702,2014-02-16,56.0,16.85233160621762,13.507921714818266,2.0
3703,2014-02-17,52.0,16.810233160621767,13.519105312208762,2.0
3704,2014-02-18,72.0,16.768134715025912,13.530288909599255,2.0
3706,2014-02-20,65.0,16.683937823834203,13.552656104380242,2.0
3707,2014-02-21,55.0,16.64183937823835,13.563839701770737,2.0
3708,2014-02-22,55.0,16.59974093264249,13.57502329916123,2.0
3709,2014-02-23,49.0,16.557642487046635,13.586206896551724,2.0
3710,2014-02-24,41.0,16.51554404145078,13.59739049394222,2.0
3711,2014-02-25,49.0,16.473445595854926,13.608574091332713,2.0
3712,2014-02-26,52.0,16.43134715025907,13.619757688723206,2.0
3713,2014-02-27,56.0,16.389248704663217,13.6309412861137,2.0
3714,2014-02-28,51.0,16.347150259067362,13.642124883504195,2.0
3715,2014-03-01,51.0,16.305051813471508,13.653308480894689,2.0
3716,2014-03-02,60.0,16.262953367875653,13.664492078285182,2.0
3717,2014-03-03,48.0,16.2208549222798,13.675675675675675,2.0
3718,2014-03-04,58.0,16.178756476683944,13.68685927306617,2.0
3719,2014-03-05,59.0,16.13665803108809,13.698042870456664,2.0
3720,2014-03-06,45.0,16.09455958549223,13.709226467847158,2.0
3721,2014-03-07,42.0,16.052461139896376,13.720410065237653,2.0
3722,2014-03-08,66.0,16.01036269430052,13.731593662628146,2.0
3723,2014-03-09,53.0,15.968264248704667,13.74277726001864,2.0
3724,2014-03-10,65.0,15.926165803108812,13.753960857409133,2.0
3725,2014-03-11,68.0,15.884067357512958,13.765144454799628,2.0
3726,2014-03-12,77.0,15.841968911917103,13.776328052190122,2.0
3727,2014-03-13,36.0,15.799870466321249,13.787511649580615,2.0
3728,2014-03-14,39.0,15.757772020725394,13.798695246971109,2.0
3729,2014-03-15,45.0,15.715673575129538,13.809878844361604,2.0
3730,2014-03-16,31.0,15.673575129533683,13.821062441752098,2.0
3731,2014-03-17,33.0,15.631476683937828,13.832246039142591,2.0
3732,2014-03-18,45.0,15.589378238341974,13.843429636533086,2.0
3733,2014-03-19,36.0,15.547279792746119,13.85461323392358,2.0
3734,2014-03-20,42.0,15.505181347150264,13.865796831314073,2.0
3735,2014-03-21,48.0,15.463082901554408,13.876980428704567,2.0
3736,2014-03-22,50.0,15.420984455958553,13.888164026095062,2.0
3737,2014-03-23,38.0,15.378886010362699,13.899347623485555,2.0
3738,2014-03-24,33.0,15.336787564766844,13.910531220876049,2.0
3739,2014-03-25,40.0,15.29468911917099,13.921714818266542,2.0
3740,2014-03-26,43.0,15.252590673575135,13.932898415657037,2.0
3741,2014-03-27,42.0,15.21049222797928,13.944082013047531,2.0
3742,2014-03-28,64.0,15.168393782383424,13.955265610438024,2.0
3743,2014-03-29,32.0,15.12629533678757,13.966449207828518,2.0
3744,2014-03-30,18.0,15.084196891191715,13.977632805219013,2.0
3745,2014-03-31,28.0,15.04209844559586,13.988816402609507,2.0
3746,2022-11-16,41.846769887880406,15.0,14.0,2.0
3747,2022-07-20,41.846769887880406,51.0,13.0,2.0
3749,2022-04-01,41.846769887880406,31.0,11.8,2.0
3750,2022-04-02,41.846769887880406,28.0,11.6,2.0
3751,2022-04-03,41.846769887880406,28.0,11.4,2.0
3752,2022-04-04,41.846769887880406,30.0,11.2,2.0
3753,2022-04-05,41.846769887880406,30.0,11.0,2.0
3754,2022-03-02,41.846769887880406,29.0,12.5,2.0
3755,2022-03-03,41.846769887880406,25.0,14.0,2.0
3756,2020-03-31,41.846769887880406,25.0,8.0,2.0
3757,2019-11-03,41.846769887880406,25.0,19.0,2.0
